Title,Company,Location,Qualifications,Url
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
,,,[],https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
,,,[],https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
,,,[],https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
,,,[],https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
,,,[],https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
,,,[],https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
,,,[],https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
,,,[],https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
,,,[],https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
,,,[],https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
,,,[],https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
,,,[],https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
,,,[],https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
,,,[],https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
,,,[],https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
